row_idx,x,y,language,detail_level,sentiment_class,detail_level_659d21b9_pred,detail_level_a6312ca1_pred,sentiment_4fba3d0b_pred,sentiment_ba797532_pred,language_ef21cec4_pred,language_7f943949_pred,cluster
3824,0.3958776109487196,0.1193722761395741,kz,medium,positive,medium,medium,positive,positive,kz,kz,0
3825,0.2684471556122567,0.0165749524442557,kz,long,neutral,long,medium,neutral,neutral,kz,kz,0
3826,-0.208901869498965,0.3211820126001053,ru,medium,positive,medium,medium,positive,positive,ru,ru,2
3827,-0.3091837843676559,0.0114597908626775,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
3828,-0.1867085305924089,-0.2600114941458136,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
3829,0.1226375658989899,0.0253773299796527,mixed,medium,positive,medium,medium,positive,positive,mixed,mixed,1
3830,-0.1642049112919611,-0.2038523451723759,ru,long,neutral,long,long,neutral,neutral,ru,ru,3
3831,0.1926128630259656,0.0361573131467715,kz,short,positive,short,short,positive,positive,kz,kz,0
3832,-0.2532104658641377,-0.1404131306700016,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
3833,0.1487689458347074,0.081878392976103,mixed,long,neutral,long,long,neutral,neutral,mixed,mixed,1
3834,0.2572320786440109,-0.0020587337421867,kz,long,negative,long,long,negative,negative,kz,kz,0
3835,-0.1568974816009799,0.1034021063477072,ru,medium,positive,medium,medium,positive,positive,ru,ru,2
3836,-0.0278409299906856,-0.0054205689120587,ru,short,neutral,short,short,neutral,neutral,ru,ru,1
3837,-0.1079763408356642,-0.0664889274085887,ru,long,neutral,long,long,neutral,neutral,ru,ru,3
3838,-0.0523154953102417,-0.0088820990925578,ru,short,neutral,short,short,neutral,neutral,ru,ru,1
3839,0.381453705465959,0.0927368549871363,kz,medium,positive,medium,medium,positive,positive,kz,kz,0
3840,-0.1651083643974042,-0.1985983464211936,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
3841,-0.0425876988719108,-0.0126596969826197,ru,short,neutral,short,short,neutral,neutral,ru,ru,1
3842,-0.0966191694614694,-0.1041440288298937,ru,long,positive,long,long,positive,positive,ru,ru,3
3843,0.4704394731898009,0.0099737964107051,kz,medium,neutral,medium,medium,neutral,neutral,kz,kz,0
3844,0.3199823795985898,0.0501472910030596,kz,medium,neutral,medium,medium,positive,neutral,kz,kz,0
3845,-0.0900324832251485,-0.1281319256914189,ru,medium,negative,medium,medium,negative,negative,ru,ru,3
3846,-0.1301769407409507,-0.0240788176868348,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
3847,-0.1626875396864047,-0.1406485259658308,ru,long,neutral,long,long,neutral,neutral,ru,ru,3
3848,-0.2153132267135758,0.2547373979934654,ru,long,neutral,long,long,neutral,neutral,ru,ru,2
3849,-0.1049197082789381,-0.0742217438245913,ru,long,positive,long,long,positive,positive,ru,ru,3
3850,0.1504708400096897,-0.0099401682121948,mixed,short,positive,short,short,positive,positive,mixed,mixed,1
3851,0.0025050930132422,-0.0503590675180238,ru,medium,neutral,short,medium,neutral,neutral,ru,ru,1
3852,-0.1522782186309328,-0.2322130539778432,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
3853,-0.1561646770681309,-0.1087533767377201,ru,long,neutral,long,long,neutral,neutral,ru,ru,3
3854,-0.1009587976304012,-0.1580531448810596,ru,long,positive,long,medium,positive,positive,ru,ru,3
3855,0.0925962477885064,-0.0244246079244237,mixed,medium,positive,long,short,positive,positive,mixed,mixed,1
3856,0.4461655262779792,-0.0130931196108802,kz,long,neutral,long,long,neutral,neutral,kz,kz,0
3857,-0.175805985767873,-0.2887418213134781,ru,long,positive,long,long,positive,positive,ru,ru,3
3858,-0.10233669909068,-0.05574834459238,ru,long,negative,long,long,negative,negative,ru,ru,3
3859,-0.1522008249462001,-0.1716514322138462,ru,long,positive,long,long,positive,positive,ru,ru,3
3860,-0.1182241006289812,0.1244488879706352,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,2
3861,0.3961387439501921,0.0227122642492769,kz,long,neutral,long,long,neutral,neutral,kz,kz,0
3862,-0.0500670194741158,-0.128318714832278,ru,medium,negative,medium,medium,negative,negative,ru,ru,3
3863,-0.1535358124418199,-0.0085822791092979,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
3864,0.3678291526692451,0.0315956809748068,kz,medium,neutral,medium,medium,neutral,neutral,kz,kz,0
3865,0.0281216366894403,-0.0640774480507722,mixed,medium,neutral,long,medium,neutral,neutral,mixed,mixed,1
3866,0.0614646759068864,-0.0133297963410866,mixed,medium,positive,medium,medium,positive,positive,mixed,mixed,1
3867,-0.1128907167160966,-0.1464711156332531,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,3
3868,-0.0736878507161755,0.0916212493590864,mixed,short,positive,short,short,positive,positive,mixed,mixed,1
3869,0.1820142220791458,-0.0236938892003589,mixed,long,positive,long,long,positive,positive,mixed,mixed,1
3870,-0.2437291488234608,0.3914481038849868,ru,medium,positive,medium,medium,positive,positive,ru,ru,2
3871,-0.094741007683774,-0.0730703489566811,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,3
3872,0.3817260352326957,0.0948676639105863,kz,medium,positive,medium,medium,positive,positive,kz,kz,0
3873,-0.0497799675606405,-0.0076039256480565,ru,short,neutral,short,short,neutral,neutral,ru,ru,1
3874,-0.1120222912471974,-0.0678864261463538,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
3875,-0.1167443809455471,0.0682367731760244,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,3
3876,-0.2023999112678422,0.2455445077043719,ru,long,positive,long,long,positive,positive,ru,ru,2
3877,0.1462308469269413,0.0117461444895689,mixed,medium,positive,medium,medium,positive,positive,mixed,mixed,1
3878,0.1372927000928635,-0.0004291456873662,mixed,long,neutral,long,long,neutral,neutral,mixed,mixed,1
3879,-0.2002506168386947,0.3015912795283122,ru,long,neutral,long,long,neutral,neutral,ru,ru,2
3880,0.2570583493697955,-0.0172770946867037,kz,medium,positive,medium,medium,positive,positive,kz,kz,0
3881,0.1177223937408949,-0.0140495631965841,mixed,medium,positive,medium,medium,positive,positive,mixed,mixed,1
3882,-0.160361359751836,-0.2846359659159804,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
3883,0.0844422875847711,0.0089143957706591,mixed,medium,positive,medium,short,positive,positive,mixed,mixed,1
3884,-0.2071093909038456,0.299363616017353,ru,long,positive,long,long,positive,positive,ru,ru,2
3885,-0.2431789986696892,0.3579151490008432,ru,long,positive,long,medium,positive,positive,ru,ru,2
3886,-0.1468333194724489,0.0287500073333872,ru,long,positive,long,long,positive,positive,ru,ru,3
3887,-0.0869010877658146,-0.0314014146725411,ru,medium,negative,medium,medium,negative,negative,ru,ru,3
3888,-0.0285384884378641,-0.0460045150824815,ru,short,positive,short,short,positive,positive,ru,ru,1
3889,0.1975916315449159,-0.0145269257973859,mixed,long,negative,long,long,negative,negative,mixed,mixed,0
3890,0.0712197298194405,-0.051467575673719,mixed,medium,negative,medium,medium,negative,negative,mixed,mixed,1
3891,0.3389673641790977,0.0083688512945143,kz,long,positive,long,long,positive,positive,kz,kz,0
3892,0.0344210057588761,-0.051948700164812,mixed,short,positive,short,short,positive,positive,mixed,mixed,1
3893,-0.1602056988487493,-0.0473834700208276,ru,long,positive,long,long,positive,positive,ru,ru,3
3894,0.1618548544400326,-0.0297654975888094,kz,short,positive,short,short,positive,positive,kz,kz,1
3895,-0.1375656629335641,-0.0994074194553452,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
3896,0.3107085716158261,0.0131962786754317,kz,long,positive,long,long,positive,positive,kz,kz,0
3897,0.2060763613758864,-0.0113639672540423,mixed,short,positive,short,short,positive,positive,mixed,mixed,0
3898,-0.0420109269152662,0.0637172177524993,ru,short,positive,short,short,positive,positive,ru,ru,1
3899,-0.1962329867028155,0.1613153394817326,ru,medium,positive,medium,medium,positive,positive,ru,ru,2
3900,-0.027462419543959,-0.0569404769985738,ru,short,neutral,short,short,neutral,neutral,ru,ru,1
3901,0.474909106374125,0.0296369064284952,kz,long,neutral,long,long,neutral,neutral,kz,kz,0
3902,-0.1854137261420227,0.4027856428017881,ru,medium,positive,medium,medium,positive,positive,ru,ru,2
3903,-0.1246183083907484,-0.1450156598357044,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,3
3904,-0.2289348560597241,0.1238743870299278,ru,long,positive,long,long,positive,positive,ru,ru,2
3905,0.3151348055739937,0.0439567281208944,kz,medium,positive,medium,medium,positive,positive,kz,kz,0
3906,-0.2453247284533818,-0.1324546098715779,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
3907,-0.1448318840474347,0.1133986326931568,ru,medium,positive,medium,medium,positive,positive,ru,ru,2
3908,0.4578549478987241,0.0129465897463941,kz,medium,neutral,medium,medium,neutral,neutral,kz,kz,0
3909,0.3140345769216977,-0.012032860699186,kz,medium,positive,medium,medium,positive,positive,kz,kz,0
3910,-0.237309986176484,0.2222658908783024,ru,long,neutral,long,long,neutral,neutral,ru,ru,2
3911,0.0125322271641365,-0.0593016412615632,ru,short,neutral,short,short,neutral,neutral,ru,ru,1
3912,-0.0896806013630099,-0.1580059339246088,ru,medium,negative,medium,medium,negative,negative,ru,ru,3
3913,0.2457585067734924,0.0071891617185862,kz,medium,positive,medium,medium,positive,positive,kz,kz,0
3914,-0.1283423961573478,-0.1843713054345596,ru,long,negative,long,medium,negative,negative,ru,ru,3
3915,-0.2292840260810074,-0.1186275209606863,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
3916,0.0580811247980013,-0.0266103695185595,mixed,medium,positive,medium,short,positive,positive,mixed,mixed,1
3917,-0.1347703895843711,-0.0898846786729021,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
3918,-0.1308844194154692,0.1303628338115276,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,2
3919,-0.0856505977441585,-0.0153380646680381,ru,short,positive,short,short,positive,positive,ru,ru,3
3920,0.2629631362780996,0.0151936285314097,kz,long,neutral,long,long,neutral,neutral,kz,kz,0
3921,-0.1355622532912314,-0.200537995761056,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
3922,-0.1162794957776252,-0.0493867149899649,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
3923,-0.1449807030920429,-0.0393809462118381,ru,medium,positive,medium,long,positive,positive,ru,ru,3
3924,0.4317422200823048,0.0200911722464542,kz,long,positive,long,long,positive,positive,kz,kz,0
3925,-0.0428205897895838,-0.0574110913294497,ru,short,neutral,short,short,neutral,neutral,ru,ru,1
3926,-0.0720913804783445,-0.0448772704481261,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
3927,-0.1183888033053064,-0.0235953338133423,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
3928,-0.1337509794967615,0.1296843001524787,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,2
3929,-0.0010126906513549,-0.0573647706335802,mixed,short,positive,short,short,positive,positive,mixed,mixed,1
3930,0.1502749226582011,-0.0040091534951825,kz,short,neutral,short,short,neutral,neutral,kz,kz,1
3931,-0.3039256821881352,0.5687885435204225,ru,medium,positive,medium,medium,positive,positive,ru,ru,2
3932,0.1656258512980597,-0.0036512103722978,mixed,short,positive,short,short,positive,positive,mixed,mixed,1
3933,-0.222641897810094,-0.3267232227016096,ru,long,positive,long,long,positive,positive,ru,ru,3
3934,-0.2575355303504623,0.2149953652284774,ru,long,positive,long,long,positive,positive,ru,ru,2
3935,-0.2027466179995503,-0.0479031723442235,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
3936,-0.2176776219912877,0.459140202871226,ru,medium,positive,medium,medium,positive,positive,ru,ru,2
3937,0.154375897936043,-0.0018283017814904,kz,short,positive,short,short,positive,positive,kz,kz,1
3938,0.3610264533015196,0.1189986109711441,kz,medium,positive,medium,medium,positive,positive,kz,kz,0
3939,-0.1981491376460128,0.2777721619638023,ru,medium,positive,medium,medium,positive,positive,ru,ru,2
3940,0.1886429846172335,0.0066330307080675,mixed,long,positive,long,long,positive,positive,mixed,mixed,1
3941,0.1408928529922849,0.0529018822810772,mixed,long,positive,long,long,positive,positive,mixed,mixed,1
3942,-0.1959082523552437,-0.2540080326872461,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
3943,-0.1707584366696397,-0.2402239008271122,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
3944,-0.1851624061869793,0.3623278793201863,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,2
3945,-0.1242091526919798,-0.1094228603221405,ru,long,neutral,long,long,neutral,neutral,ru,ru,3
3946,-0.2049656905861117,-0.1666505577533253,ru,long,positive,long,long,positive,positive,ru,ru,3
3947,0.1466007054293731,0.0068017639376367,kz,short,negative,short,short,negative,negative,kz,kz,1
3948,-0.1577382378058588,0.0479366149864033,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
3949,0.3837652380497433,0.0275260128366754,kz,medium,neutral,medium,medium,neutral,neutral,kz,kz,0
3950,-0.1308070444621657,-0.1892655497505826,ru,long,negative,long,medium,negative,negative,ru,ru,3
3951,-0.0336847306170684,0.0002777963967025,ru,short,neutral,short,short,neutral,neutral,ru,ru,1
3952,-0.2052856798440305,-0.0471984492563598,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
3953,0.107672549869169,-0.0446326832037518,mixed,medium,negative,long,medium,negative,negative,mixed,mixed,1
3954,0.2849995149117155,0.0083477240423629,kz,long,positive,long,medium,positive,positive,kz,kz,0
3955,0.1647471736290972,0.0103019586179284,kz,short,positive,short,short,positive,positive,kz,kz,1
3956,-0.163207750912476,-0.1056596756147227,ru,long,neutral,long,long,neutral,neutral,ru,ru,3
3957,-0.1948443990980099,0.4092539427336197,ru,medium,positive,medium,medium,positive,positive,ru,ru,2
3958,0.1633578562041056,0.0330906962735744,mixed,medium,positive,medium,medium,positive,positive,mixed,mixed,1
3959,0.384633812512838,0.0193291143808211,kz,medium,neutral,medium,medium,neutral,neutral,kz,kz,0
3960,0.3132506365457015,0.0486911908866378,kz,medium,neutral,medium,medium,neutral,neutral,kz,kz,0
3961,-0.2703550988271448,0.4259707727076531,ru,long,positive,long,long,positive,positive,ru,ru,2
3962,0.1294809962410257,0.0463140225290252,mixed,medium,positive,medium,medium,positive,positive,mixed,mixed,1
3963,0.129631130554911,-0.0270152704060205,mixed,medium,neutral,long,long,neutral,neutral,mixed,mixed,1
3964,0.1219117755020745,0.0828571354486208,mixed,long,positive,long,long,positive,positive,mixed,mixed,1
3965,0.3861082536613182,0.1187725896565276,kz,medium,positive,medium,medium,positive,positive,kz,kz,0
3966,-0.1390791074744508,0.0163587784810236,ru,long,positive,long,long,positive,positive,ru,ru,3
3967,-0.2162950718603654,0.173204063867958,ru,long,neutral,long,long,neutral,neutral,ru,ru,2
3968,0.3766710201097119,0.0059653457412195,kz,long,positive,long,long,positive,positive,kz,kz,0
3969,0.36967768399398,0.0177641719121134,kz,long,positive,long,long,positive,positive,kz,kz,0
3970,-0.2190058420385345,0.3711798734273314,ru,medium,positive,medium,long,positive,positive,ru,ru,2
3971,0.0085188099884808,0.0352816566723756,mixed,medium,neutral,medium,short,neutral,neutral,mixed,mixed,1
3972,-0.1844034131262173,0.4178669273518504,ru,long,negative,long,medium,negative,negative,ru,ru,2
3973,0.1650580081621054,-0.0161958048926336,mixed,long,neutral,long,long,neutral,neutral,mixed,mixed,1
3974,-0.2092436047097676,0.2973079195741552,ru,long,positive,long,long,positive,positive,ru,ru,2
3975,-0.2315435622557036,-0.2303118345393742,ru,long,neutral,long,long,neutral,neutral,ru,ru,3
3976,-0.2345808801605513,0.3518215722906238,ru,medium,positive,medium,long,positive,positive,ru,ru,2
3977,0.1510456418843749,-0.025918484958933,mixed,long,neutral,long,long,neutral,neutral,mixed,mixed,1
3978,0.3088410567160705,0.0465300309929305,kz,medium,positive,medium,medium,positive,positive,kz,kz,0
3979,-0.0686391551804586,0.0916536870217418,ru,short,neutral,short,short,neutral,neutral,ru,ru,1
3980,-0.1363764012364333,0.0361389034450704,ru,long,positive,long,long,positive,positive,ru,ru,3
3981,0.396567174908787,0.0181956446867616,kz,medium,neutral,medium,medium,neutral,neutral,kz,kz,0
3982,-0.1769101659263138,0.0431642593083579,ru,long,positive,long,long,positive,positive,ru,ru,3
3983,-0.1471592096029364,0.032304357550867,ru,long,positive,long,long,positive,positive,ru,ru,3
3984,-0.1558683936939622,0.0531156612784598,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
3985,-0.1527020596231057,-0.1988471877434291,ru,long,positive,medium,medium,positive,positive,ru,ru,3
3986,-0.1072642775493047,-0.062116366610468,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
3987,0.1433437751928137,0.0370146321562467,mixed,long,neutral,long,long,neutral,neutral,mixed,mixed,1
3988,-0.1485730383080342,-0.1986791410199923,ru,long,neutral,long,long,neutral,neutral,ru,ru,3
3989,-0.1217046783092988,-0.0829635984293817,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
3990,0.4018665885751516,0.0328595821613019,kz,medium,neutral,medium,medium,neutral,neutral,kz,kz,0
3991,-0.2112110622268567,0.2947345042824267,ru,medium,positive,medium,medium,positive,positive,ru,ru,2
3992,0.3685080432577916,0.0465233213762204,kz,medium,positive,medium,medium,positive,positive,kz,kz,0
3993,-0.0907862063051934,-0.0507513751256494,ru,medium,negative,medium,medium,negative,negative,ru,ru,3
3994,-0.0844038050802194,-0.0396420514910564,ru,medium,positive,medium,medium,positive,positive,ru,ru,3
3995,-0.103834735075901,-0.152196354442019,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru,3
3996,-0.1818829046283025,0.0274208201153804,ru,long,positive,long,long,positive,positive,ru,ru,3
