row_idx,x,y,language,detail_level,sentiment_class,detail_level_659d21b9_pred,detail_level_a6312ca1_pred,sentiment_4fba3d0b_pred,sentiment_ba797532_pred,language_ef21cec4_pred,language_7f943949_pred
1686,-0.003921487677921369,-0.05550708477323819,ru,medium,positive,medium,short,positive,positive,ru,ru
1687,-0.1600327728783211,0.29807712549604415,ru,medium,negative,medium,medium,negative,negative,ru,ru
1688,-0.2305131915137525,-0.22271034149224972,ru,medium,positive,medium,long,positive,positive,ru,ru
1689,-0.15646279757734283,0.28314002655923426,ru,medium,positive,medium,medium,positive,positive,ru,ru
1690,-0.21076748060266093,0.3361385599552924,ru,medium,positive,medium,medium,positive,positive,ru,ru
1691,-0.11390285659667043,-0.16706977385046876,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
1692,0.27255766410580357,-0.0031683134179598493,kz,medium,positive,medium,medium,positive,positive,kz,kz
1693,-0.11265888313226628,-0.13696029494591414,ru,long,positive,long,long,positive,positive,ru,ru
1694,-0.13454308928411876,0.2839597171796786,ru,medium,positive,medium,medium,positive,positive,ru,ru
1695,0.15447526218745253,-0.015845521898952348,mixed,long,neutral,long,long,neutral,neutral,mixed,mixed
1696,-0.14433459165495963,-0.04409392323537666,ru,long,positive,long,long,positive,positive,ru,ru
1697,-0.13019455166458604,-0.08166665852999194,ru,medium,positive,medium,long,positive,positive,ru,ru
1698,0.06832113341658666,-0.004787793254066179,mixed,short,negative,short,short,negative,negative,mixed,mixed
1699,0.24754768881128278,0.024782539478294407,kz,medium,positive,medium,medium,positive,positive,kz,kz
1700,-0.2192180512036603,-0.2552304879688129,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
1701,0.06828257593641983,-0.014114966836127172,mixed,long,positive,long,long,positive,positive,mixed,mixed
1702,-0.1317849998583892,-0.14651677391828818,ru,long,positive,long,long,positive,positive,ru,ru
1703,0.2889307839575367,0.05335544364986896,kz,medium,positive,medium,medium,positive,positive,kz,kz
1704,0.32633709384310483,0.0261770636080674,kz,long,positive,long,long,positive,positive,kz,kz
1705,0.021317177475913805,0.1493923616595014,mixed,long,positive,long,long,positive,positive,mixed,mixed
1706,0.3784750435328064,0.1166299383215425,kz,medium,positive,medium,medium,positive,positive,kz,kz
1707,-0.009677936946748717,0.1362780688199846,mixed,medium,positive,medium,medium,positive,positive,mixed,mixed
1708,-0.11038797596130487,-0.12627754271821923,ru,long,positive,long,long,positive,positive,ru,ru
1709,-0.20799422181802082,0.36343402035436245,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
1710,0.2081523600171657,-0.0007614595975876203,kz,short,positive,short,short,positive,positive,kz,kz
1711,-0.14399326466667184,0.13245288833772728,ru,long,positive,medium,medium,positive,positive,ru,ru
1712,-0.1909091090763814,0.19018236295686003,ru,long,positive,long,long,positive,positive,ru,ru
1713,0.1508336828684345,-0.025122527476672242,kz,short,positive,short,short,positive,positive,kz,kz
1714,-0.17297082430294913,0.04186066313030764,ru,medium,positive,medium,medium,positive,positive,ru,ru
1715,-0.20534849373920502,0.3687297410223971,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
1716,0.15561923597112007,0.0011272678678764653,mixed,medium,neutral,medium,short,neutral,neutral,mixed,mixed
1717,-0.01195512397523146,0.19798096065234705,mixed,short,neutral,short,short,neutral,neutral,mixed,mixed
1718,0.2009226738841456,-0.011171788535675636,mixed,long,negative,long,long,negative,negative,mixed,mixed
1719,0.12387098008532013,-0.0066105114874967594,mixed,medium,neutral,long,short,neutral,neutral,mixed,mixed
1720,0.15115368903215404,-0.0057724454234622915,kz,short,neutral,short,short,neutral,neutral,kz,mixed
1721,0.07622098622533754,-0.0528358249261696,mixed,short,neutral,short,short,neutral,neutral,mixed,mixed
1722,0.12511650221454548,0.006438587474755763,mixed,short,positive,short,medium,positive,positive,mixed,mixed
1723,-0.108863395118731,-0.07633550672966984,ru,medium,positive,medium,medium,positive,positive,ru,ru
1724,0.3660391520679568,0.020576657768588472,kz,medium,neutral,medium,medium,neutral,neutral,kz,kz
1725,0.3224289002026083,0.047328817798421324,kz,long,neutral,long,medium,neutral,neutral,kz,kz
1726,-0.20488998948517806,-0.26161944440424734,ru,medium,positive,medium,medium,positive,positive,ru,ru
1727,-0.14181283349945026,0.05178760837082898,ru,medium,positive,medium,medium,positive,positive,ru,ru
1728,-0.11521713739319972,-0.13532826489227967,ru,long,positive,long,long,positive,positive,ru,ru
1729,0.14394643098668536,-0.00470044438228824,kz,short,positive,short,short,positive,positive,kz,mixed
1730,0.2894283396515112,0.04819844726050833,kz,medium,positive,medium,medium,positive,positive,kz,kz
1731,0.008925029446675049,-0.04948172780831089,ru,short,negative,short,short,negative,negative,ru,ru
1732,-0.26042278357597326,0.46137325219859526,ru,medium,positive,medium,medium,positive,positive,ru,ru
1733,0.13983615952326597,-0.07350313836948888,mixed,long,negative,long,long,negative,negative,mixed,mixed
1734,-0.23898694130927955,0.21149490426121242,ru,long,neutral,long,long,neutral,neutral,ru,ru
1735,0.3749593921536014,0.004509015634327508,kz,medium,neutral,medium,medium,neutral,neutral,kz,kz
1736,-0.20025795923216674,-0.21208193174622642,ru,long,neutral,long,long,neutral,neutral,ru,ru
1737,-0.05545494435872543,-0.04543253861601639,ru,short,positive,short,short,positive,positive,ru,ru
1738,0.2624017605738601,0.010841008106162274,kz,medium,positive,medium,medium,positive,positive,kz,kz
1739,-0.20773490585056067,0.3179435764826019,ru,medium,positive,medium,medium,positive,positive,ru,ru
1740,0.08288092155909312,-0.03131347583334481,mixed,short,neutral,short,short,neutral,neutral,mixed,mixed
1741,-0.0790290726039406,-0.02906691180060382,ru,short,positive,short,short,positive,positive,ru,ru
1742,-0.08441257595238547,-0.052481317066241435,ru,long,positive,long,long,positive,positive,ru,ru
1743,0.07990969124902407,-0.03970172802365215,mixed,medium,positive,medium,short,positive,positive,mixed,mixed
1744,-0.004082505532491139,-0.021123792793223295,ru,short,negative,short,short,negative,negative,ru,ru
1745,-0.16476147877156042,0.31838492695012655,ru,medium,positive,medium,medium,positive,positive,ru,ru
1746,-0.09955933537367374,-0.0409152394117614,ru,medium,negative,medium,medium,negative,negative,ru,ru
1747,-0.09144951677291101,-0.13026256960920898,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
1748,0.16629536629420263,0.009848133775322074,kz,short,neutral,short,short,neutral,neutral,kz,kz
1749,0.36660591841501666,0.028891714397693228,kz,long,positive,long,long,positive,positive,kz,kz
1750,0.33011517407298463,-0.01722859499941683,kz,long,positive,long,long,positive,positive,kz,kz
1751,0.4259406719674753,0.019211688084067414,kz,medium,neutral,medium,long,neutral,neutral,kz,kz
1752,0.3649748407126753,0.011766049861611063,kz,long,positive,long,long,positive,positive,kz,kz
1753,-0.12770178321736086,-0.15114181127855922,ru,medium,positive,medium,medium,positive,positive,ru,ru
1754,0.30464169144254977,-0.0025368147184972453,kz,medium,positive,medium,medium,positive,positive,kz,kz
1755,-0.15119118632234274,0.3338574533712173,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
1756,-0.10117429699508683,-0.0932577554778627,ru,medium,positive,medium,medium,positive,positive,ru,ru
1757,-0.09510253889406844,-0.06475177693716795,ru,long,neutral,long,long,neutral,neutral,ru,ru
1758,-0.16446386525889664,-0.24317492381592043,ru,medium,positive,medium,medium,positive,positive,ru,ru
1759,0.11290503532367446,0.031030472740232844,mixed,medium,positive,medium,short,positive,positive,mixed,mixed
1760,-0.2662916123547396,0.04073485324882098,ru,long,positive,long,long,positive,positive,ru,ru
1761,0.3103185283926774,0.05310535720485358,kz,medium,positive,medium,medium,positive,positive,kz,kz
1762,0.4376432061941469,0.006779078224112573,kz,long,neutral,long,medium,neutral,neutral,kz,kz
1763,-0.033384953211627995,-0.03547313021570875,ru,short,positive,short,short,positive,positive,ru,ru
1764,0.02880023897018909,0.1258609036151224,mixed,medium,positive,medium,medium,positive,positive,mixed,mixed
1765,-0.10920632184802981,-0.06587733131385445,ru,long,positive,long,long,positive,positive,ru,ru
1766,-0.04856683064127703,-0.07722066367579505,ru,long,positive,medium,medium,positive,positive,ru,ru
1767,-0.1994636868595052,0.3930630463068057,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
1768,-0.2703846414516801,0.44926670175477945,ru,long,neutral,long,long,neutral,neutral,ru,ru
1769,-0.03409982890126228,-0.014655987184620467,ru,short,neutral,short,short,neutral,neutral,ru,ru
1770,-0.10743144229939887,-0.10336837896797609,ru,long,neutral,long,long,neutral,neutral,ru,ru
1771,-0.20612510023854885,0.11004272630852198,ru,medium,positive,medium,medium,positive,positive,ru,ru
1772,-0.17695898207348734,0.07048012533607823,ru,long,positive,long,long,positive,positive,ru,ru
1773,0.22951768236513934,-0.008136145840250106,kz,medium,positive,medium,medium,positive,positive,kz,kz
1774,-0.11606496778255086,0.336061353498917,ru,medium,negative,medium,medium,negative,negative,ru,ru
1775,0.20899270743578457,-0.011978233853009682,kz,long,positive,medium,medium,positive,positive,kz,kz
1776,0.36331861022162043,0.020305809309185553,kz,medium,neutral,medium,medium,neutral,neutral,kz,kz
1777,-0.14333435812369347,0.053281291768283376,ru,medium,positive,medium,medium,positive,positive,ru,ru
1778,-0.08904191846852276,-0.07049806054985741,ru,medium,positive,medium,medium,positive,positive,ru,ru
1779,0.34953392305422876,0.03868404328106524,kz,long,positive,medium,medium,positive,positive,kz,kz
1780,-0.0006661543261593764,0.21528838177193338,mixed,medium,positive,medium,medium,positive,positive,mixed,mixed
1781,-0.18844624222743916,-0.21329118649684847,ru,long,positive,long,long,positive,positive,ru,ru
1782,-0.18523679350529068,0.3263481062860481,ru,medium,positive,medium,medium,positive,positive,ru,ru
1783,0.0729146986603406,0.16519131215427427,mixed,long,positive,long,long,positive,positive,mixed,mixed
1784,-0.11436440831229949,-0.0353952799560923,ru,medium,positive,medium,medium,positive,positive,ru,ru
1785,-0.10856053853508629,0.21778623469734085,ru,long,positive,long,long,positive,positive,ru,ru
1786,-0.06431136137540008,0.005234513955773519,mixed,short,positive,short,short,positive,positive,mixed,mixed
1787,-0.19579943983999065,0.18954109109492612,ru,long,neutral,long,long,neutral,neutral,ru,ru
1788,0.14254736164554643,-0.024878261450711706,kz,short,negative,short,short,negative,negative,kz,kz
1789,0.2994182292078297,-0.004893442834051086,kz,long,negative,long,long,negative,negative,kz,kz
1790,-0.1453736817535583,-0.10798671378040377,ru,long,neutral,long,long,neutral,neutral,ru,ru
1791,0.3055222626686855,0.012076367861889184,kz,medium,negative,medium,medium,negative,negative,kz,kz
1792,-0.09413650326449223,-0.10814188391605654,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
1793,0.2960774210745168,0.014296526815032897,kz,medium,positive,medium,medium,positive,positive,kz,kz
1794,-0.20345820306973017,-0.20721571725355123,ru,medium,positive,medium,medium,positive,positive,ru,ru
1795,0.17420397386182992,0.03855413978311065,kz,short,positive,short,short,positive,positive,kz,mixed
1796,-0.21276316577053792,-0.2365044393928869,ru,long,neutral,long,long,neutral,neutral,ru,ru
1797,0.2757712927287578,0.010179582610419284,kz,medium,positive,medium,medium,positive,positive,kz,kz
1798,-0.18736762720316563,0.027476221407076132,ru,long,positive,long,long,positive,positive,ru,ru
1799,-0.23124457856478636,-0.28005469931938287,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
1800,-0.080842010874782,-0.057794371831783604,ru,medium,negative,medium,medium,negative,negative,ru,ru
1801,0.1482416190998054,0.012687772639563945,kz,short,positive,short,short,positive,positive,kz,mixed
1802,-0.13298511054030954,-0.06430524158207518,ru,long,positive,long,long,positive,positive,ru,ru
1803,0.3237882492447805,0.04470683745253908,kz,medium,positive,medium,medium,positive,positive,kz,kz
1804,0.30816542255795165,-0.0021570711982613297,kz,medium,positive,medium,medium,positive,positive,kz,kz
1805,-0.12132306872056917,-0.12752012363448414,ru,long,positive,long,long,positive,positive,ru,ru
1806,-0.12540021665451737,-0.13552495226078348,ru,long,positive,long,long,positive,positive,ru,ru
1807,-0.11110030404239057,-0.19303445345648643,ru,medium,positive,medium,medium,positive,positive,ru,ru
1808,0.08739234234371639,0.029059721730086505,mixed,long,positive,long,long,positive,positive,mixed,mixed
1809,-0.2022441675214989,0.3004724184576629,ru,medium,positive,medium,medium,positive,positive,ru,ru
1810,-0.16284565382769137,-0.21998183795794007,ru,long,positive,long,long,positive,positive,ru,ru
1811,-0.11559919769714966,-0.1091086358135847,ru,medium,positive,medium,medium,positive,positive,ru,ru
1812,-0.13143579223318871,-0.06622923041819724,ru,long,positive,long,medium,positive,positive,ru,ru
1813,-0.1936297351730164,-0.22676067411159437,ru,long,positive,long,long,positive,positive,ru,ru
1814,0.16706907304492627,-0.0003231318073382684,mixed,short,positive,short,short,positive,positive,mixed,mixed
1815,0.4527087010996228,0.01899732656813641,kz,long,neutral,long,long,neutral,neutral,kz,kz
1816,0.002238740343204758,0.1335171064210643,mixed,medium,positive,medium,medium,positive,positive,mixed,mixed
1817,-0.08819727504492514,-0.11629033904059116,ru,long,neutral,long,medium,neutral,neutral,ru,ru
1818,-0.23365934943401787,0.4606364144390344,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
1819,0.2437859110465571,0.00401315783242451,kz,medium,negative,medium,medium,negative,negative,kz,kz
1820,-0.06911669613690662,-0.013931582903387325,ru,short,neutral,short,short,neutral,neutral,ru,ru
1821,-0.2482193150819194,0.5196963861139137,ru,medium,positive,medium,medium,positive,positive,ru,ru
1822,-0.056828880671908784,-0.009771135744084504,ru,short,neutral,short,short,neutral,neutral,ru,ru
1823,0.17673399197994732,-0.0036503238544894814,kz,short,neutral,short,short,neutral,neutral,kz,kz
1824,-0.16827757554494907,0.054355373976532256,ru,medium,positive,medium,medium,positive,positive,ru,ru
1825,-0.1684555921085021,0.19157303149671978,ru,long,positive,long,long,positive,positive,ru,ru
1826,-0.18551263323758027,0.3270411888970674,ru,medium,negative,medium,medium,negative,negative,ru,ru
1827,0.19847808406016612,0.04124716561205756,kz,short,neutral,short,short,neutral,neutral,kz,kz
1828,0.028331533717330562,0.2472868013864648,mixed,medium,positive,medium,short,positive,positive,mixed,mixed
1829,0.09646054655258203,0.0166638579125212,mixed,medium,neutral,medium,medium,neutral,neutral,mixed,mixed
1830,-0.22730385340826728,-0.22992715112917408,ru,medium,positive,medium,medium,positive,positive,ru,ru
1831,-0.0895208271823214,-0.057259774046263666,ru,medium,negative,medium,medium,negative,negative,ru,ru
1832,0.16035585175748757,0.010081616847311996,kz,short,positive,short,short,positive,positive,kz,kz
1833,-0.13374275751516648,0.2820145926184408,ru,medium,positive,medium,medium,positive,positive,ru,ru
1834,0.29702591506319503,0.042879046015742175,kz,medium,positive,medium,medium,positive,positive,kz,kz
1835,-0.23981491317555464,0.11065868984637607,ru,long,positive,long,long,positive,positive,ru,ru
1836,0.44589073542995683,0.01931044885021234,kz,long,neutral,long,long,neutral,neutral,kz,kz
1837,0.1305929305420926,-0.03548083414506563,mixed,long,positive,long,long,positive,positive,mixed,mixed
1838,-0.023143570617795945,-0.014801676669125654,ru,short,positive,short,short,positive,positive,ru,ru
1839,-0.15305740538636478,-0.02784023722043202,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
1840,-0.12133778510138636,0.2176302267914917,ru,long,negative,long,long,negative,negative,ru,ru
1841,-0.09230277502020198,-0.10686462056456052,ru,long,positive,long,long,positive,positive,ru,ru
1842,0.0457866134045351,-0.017326423876855332,mixed,long,positive,long,long,positive,positive,mixed,mixed
1843,-0.19040517268351206,0.3193767038025759,ru,medium,positive,medium,medium,positive,positive,ru,ru
1844,0.34183594814070045,0.04122691590806677,kz,medium,positive,medium,medium,positive,positive,kz,kz
1845,-0.1339554983165817,-0.035301394351223175,ru,medium,positive,long,long,positive,positive,ru,ru
1846,-0.09629499093728548,-0.04341348313472447,ru,long,positive,long,long,positive,positive,ru,ru
1847,-0.14915975702212209,-0.046590782020380354,ru,medium,neutral,medium,medium,neutral,neutral,ru,ru
1848,-0.2293876652562347,0.34964400490198466,ru,long,positive,long,long,positive,positive,ru,ru
